,race_id,date,track,dist,grade,place,dog_id,box,split_times,split_margins,run_time,weigth,margin,place_adj
328,386961895,01 Dec 18,Ballarat,450m,S/E Heat,6.0,155646676,2,6.66,0.25,25.61,34.2,9.30,0.16666666666666666
10,422625072,01 Apr 19,Ballarat,450m,Maiden Aged Prize Money,3.0,230053201,2,6.78,0.05,26.18,34.2,7.06,0.3333333333333333
364,386961889,01 Dec 18,Ballarat,390m,Mixed 4/5,5.0,126472008,3,8.36,0.00,22.44,27.5,2.17,0.2
549,636819603,01 Feb 21,Ballarat,390m,Tier 3 - Maiden,1.0,435135039,3,8.74,0.11,22.78,23.8,2.50,1.0
255,345438523,01 Aug 18,Ballarat,390m,Mixed 4/5,4.0,151437788,3,8.54,0.22,22.23,26.6,4.23,0.25
523,193436616,01 Feb 17,Ballarat,390m,Mixed 4/5,2.0,224910009,3,8.57,0.23,22.35,31.2,3.39,0.5
31,422625071,01 Apr 19,Ballarat,450m,Grade 7 Aged Prize Money,1.0,257637266,3,7.03,0.34,25.69,32.0,1.73,1.0
50,422625070,01 Apr 19,Ballarat,450m,Grade 6 Aged Prize Money,5.0,201710123,3,6.91,0.21,25.91,29.5,5.83,0.2
376,1978170009,01 Feb 16,Ballarat,450m,Tier 3 - Maiden,2.0,714150040,3,6.73,0.08,25.71,33.3,3.44,0.5
264,345438524,01 Aug 18,Ballarat,390m,Grade 5,5.0,1092410176,3,8.69,0.22,22.69,31.7,7.53,0.2
534,193436613,01 Feb 17,Ballarat,450m,S/E Heat,5.0,1334080094,3,6.69,0.00,26.17,25.1,7.57,0.2
547,193436615,01 Feb 17,Ballarat,450m,S/E Heat,5.0,1407220012,3,6.78,0.19,25.80,26.6,5.00,0.2
359,386961890,01 Dec 18,Ballarat,450m,Mixed 4/5,8.0,1906490007,3,6.70,0.18,26.32,33.6,14.01,0.125
383,1978170004,01 Feb 16,Ballarat,390m,Tier 3 - Maiden,1.0,212280039,3,8.65,0.25,22.70,29.6,0.05,1.0
537,193436614,01 Feb 17,Ballarat,450m,S/E Heat,2.0,1107900033,3,6.64,0.07,25.51,26.9,0.40,0.5
452,1978170010,01 Feb 16,Ballarat,390m,Tier 3 - Grade 6,8.0,587100035,3,9.08,0.68,23.35,27.6,13.14,0.125
503,193436618,01 Feb 17,Ballarat,450m,Mixed 4/5,5.0,1389280140,3,6.79,0.30,25.69,31.0,9.11,0.2
273,345438525,01 Aug 18,Ballarat,390m,Grade 5,6.0,1445020019,3,8.79,0.49,22.80,35.6,8.70,0.16666666666666666
43,422625069,01 Apr 19,Ballarat,450m,Aged Prize Money,6.0,1993380001,3,6.97,0.33,26.25,32.3,6.04,0.16666666666666666
455,1978170002,01 Feb 16,Ballarat,390m,Grade 5 T3,3.0,226370044,3,8.59,0.08,22.71,26.1,2.97,0.3333333333333333
319,386961892,01 Dec 18,Ballarat,450m,S/E Heat,5.0,109043154,3,6.62,0.16,25.54,27.9,7.10,0.2
309,386961894,01 Dec 18,Ballarat,450m,S/E Heat,2.0,127722459,3,6.49,0.00,25.14,34.5,2.69,0.5
467,193436621,01 Feb 17,Ballarat,450m,Maiden,7.0,273950008,3,7.23,0.55,26.31,33.7,6.99,0.14285714285714285
444,1978170008,01 Feb 16,Ballarat,450m,Tier 3 - Grade 7,8.0,-737925,3,6.73,0.11,26.57,32.5,18.65,0.125
323,386961895,01 Dec 18,Ballarat,450m,S/E Heat,1.0,2112520023,3,6.41,0.00,24.96,31.3,2.49,1.0
472,193436617,01 Feb 17,Ballarat,390m,Mixed 6/7,4.0,1551230005,3,8.72,0.33,22.56,28.7,6.71,0.25
429,1978170007,01 Feb 16,Ballarat,390m,Tier 3 - Grade 7,1.0,456300011,3,8.35,0.00,22.37,30.3,2.29,1.0
298,386961897,01 Dec 18,Ballarat,450m,S/E Heat,7.0,1936980068,3,6.69,0.25,25.75,32.8,7.31,0.14285714285714285
481,193436620,01 Feb 17,Ballarat,450m,Mixed 6/7,5.0,1462790025,3,7.25,0.52,26.17,37.4,8.71,0.2
332,386961893,01 Dec 18,Ballarat,450m,S/E Heat,2.0,126751503,3,6.80,0.29,25.65,33.4,7.09,0.5
484,192952203,01 Feb 17,Ballarat,450m,Mixed 6/7 Final,1.0,1360060290,3,6.60,0.04,25.02,34.0,3.36,1.0
289,386961898,01 Dec 18,Ballarat,450m,S/E Heat,6.0,1490820101,3,6.78,0.15,25.67,32.2,6.83,0.16666666666666666
423,1978170005,01 Feb 16,Ballarat,450m,Grade 5 T3,1.0,-737624,3,6.87,0.10,25.87,36.2,0.27,1.0
57,422625073,01 Apr 19,Ballarat,545m,Restricted Win Aged Prize Money,4.0,141319678,3,7.12,0.29,31.66,36.4,4.09,0.25
420,1978170001,01 Feb 16,Ballarat,390m,Grade 5 T3,6.0,227440006,3,8.72,0.26,22.86,29.2,5.83,0.16666666666666666
413,1978170011,01 Feb 16,Ballarat,545m,Grade 5 T3,7.0,-751703,3,7.18,0.39,31.84,34.5,6.03,0.14285714285714285
63,422625067,01 Apr 19,Ballarat,390m,Grade 7 Aged Prize Money,2.0,205168020,3,8.79,0.18,22.83,26.7,3.09,0.5
498,193436612,01 Feb 17,Ballarat,450m,S/E Heat,7.0,1097180015,3,6.95,0.44,26.16,28.0,10.63,0.14285714285714285
405,1978170006,01 Feb 16,Ballarat,450m,Grade 5 T3,7.0,-748913,3,6.80,0.11,26.40,28.5,13.00,0.14285714285714285
276,386961888,01 Dec 18,Ballarat,450m,Restricted Win,1.0,226500600,3,6.72,0.07,25.86,35.4,1.49,1.0
512,193436619,01 Feb 17,Ballarat,450m,Grade 5,7.0,1474670098,3,6.77,0.22,25.91,27.4,9.80,0.14285714285714285
515,193436622,01 Feb 17,Ballarat,545m,Mixed 4/5,2.0,778670059,3,7.08,0.42,30.97,31.0,2.31,0.5
398,1978170000,01 Feb 16,Ballarat,545m,Tier 3 - Restricted Win,8.0,-746369,3,7.43,0.63,32.37,30.2,9.92,0.125
349,386961891,01 Dec 18,Ballarat,450m,S/E Heat,5.0,1440980041,3,6.69,0.11,26.01,36.6,8.59,0.2
306,386961899,01 Dec 18,Ballarat,545m,Grade 5,7.0,1965480001,3,7.08,0.28,31.67,32.9,4.03,0.14285714285714285
580,636819608,01 Feb 21,Ballarat,545m,Grade 5 T3,3.0,356917447,3,6.80,0.01,31.44,29.5,2.51,0.3333333333333333
555,636819604,01 Feb 21,Ballarat,390m,Tier 3 - Maiden,1.0,459177022,3,8.44,0.00,22.46,32.8,3.06,1.0
699,285201766,01 Jan 18,Ballarat,390m,Mixed 4/5,2.0,1354320007,3,8.21,0.00,22.20,28.7,0.73,0.5
81,422625063,01 Apr 19,Ballarat,390m,Aged Prize Money,7.0,198170064,3,8.80,0.35,22.99,23.7,9.09,0.14285714285714285
693,285201768,01 Jan 18,Ballarat,390m,Grade 5,4.0,1440980042,3,8.55,0.21,22.76,30.3,8.60,0.25
686,285201765,01 Jan 18,Ballarat,390m,Mixed 6/7,4.0,120412874,3,8.63,0.11,23.04,33.3,4.49,0.25
155,139100151,01 Aug 16,Ballarat,450m,Tier 3 - Grade 7,5.0,222720020,3,6.87,0.08,26.51,32.6,7.47,0.2
680,285201769,01 Jan 18,Ballarat,450m,Mixed 4/5,5.0,1245880022,3,6.77,0.26,25.87,34.5,7.51,0.2
163,139100147,01 Aug 16,Ballarat,390m,Tier 3 - Grade 7,5.0,111600169,3,8.68,0.09,23.02,26.2,5.33,0.2
140,139100154,01 Aug 16,Ballarat,545m,Tier 3 - Grade 6,4.0,-750268,3,7.33,0.53,32.19,31.6,6.74,0.25
15,422625072,01 Apr 19,Ballarat,450m,Maiden Aged Prize Money,8.0,126531074,3,6.82,0.09,26.76,27.4,15.33,0.125
168,139100146,01 Aug 16,Ballarat,390m,Tier 3 - Grade 6,2.0,431590001,3,8.84,0.30,22.89,33.3,6.27,0.5
659,285201775,01 Jan 18,Ballarat,545m,Grade 5,8.0,1284200064,3,6.93,0.32,32.93,32.1,26.57,0.125
647,285201772,01 Jan 18,Ballarat,450m,Grade 6,3.0,2099820004,3,6.67,0.11,25.97,26.9,2.67,0.3333333333333333
182,139100145,01 Aug 16,Ballarat,390m,Grade 5 T3,8.0,887800060,3,8.84,0.33,23.01,25.8,6.21,0.125
184,345438526,01 Aug 18,Ballarat,390m,Mixed 6/7,2.0,113531648,3,8.43,0.00,22.31,27.5,0.06,0.5
76,422625065,01 Apr 19,Ballarat,390m,Grade 6 Aged Prize Money,8.0,218035701,3,8.94,0.47,23.40,31.8,16.69,0.125
640,285201773,01 Jan 18,Ballarat,450m,Grade 7,4.0,2099800025,3,6.82,0.20,26.11,32.1,2.37,0.25
669,285201776,01 Jan 18,Ballarat,545m,Grade 5,2.0,888610006,3,6.69,0.00,31.76,25.8,8.47,0.5
636,285201771,01 Jan 18,Ballarat,545m,Mixed 6/7,7.0,820830196,3,7.13,0.42,32.57,27.6,14.87,0.14285714285714285
709,285201767,01 Jan 18,Ballarat,390m,Grade 5,4.0,127028558,3,8.37,0.00,22.50,30.6,4.80,0.25
135,139100153,01 Aug 16,Ballarat,545m,Grade 5 T3,7.0,-738077,3,7.27,0.39,32.27,29.4,5.91,0.14285714285714285
786,513030529,01 Jan 20,Ballarat,390m,Grade 5,6.0,256279544,3,8.73,0.37,22.57,35.3,5.26,0.16666666666666666
93,139100148,01 Aug 16,Ballarat,390m,Tier 3 - Maiden,3.0,872550006,3,8.55,0.00,22.88,24.5,3.54,0.3333333333333333
777,513030527,01 Jan 20,Ballarat,450m,Restricted Win,3.0,322536289,3,6.75,0.08,26.42,27.8,4.86,0.3333333333333333
772,513030530,01 Jan 20,Ballarat,390m,Mixed 6/7,3.0,319674591,3,8.69,0.32,22.53,27.6,4.34,0.3333333333333333
102,139100156,01 Aug 16,Ballarat,545m,Tier 3 - Maiden,4.0,913850069,3,7.20,0.33,32.26,33.8,3.79,0.25
765,513030532,01 Jan 20,Ballarat,450m,Mixed 4/5,4.0,109835235,3,6.67,0.18,25.48,32.4,4.96,0.25
761,509334855,01 Jan 20,Ballarat,450m,Grade 5 Final,8.0,287560984,3,6.67,0.19,26.08,31.4,10.66,0.125
715,513030531,01 Jan 20,Ballarat,390m,Maiden,2.0,338107383,3,8.86,0.28,22.92,30.2,1.06,0.5
109,139100152,01 Aug 16,Ballarat,450m,Tier 3 - Maiden,3.0,1039400005,3,6.79,0.00,26.37,30.4,4.90,0.3333333333333333
744,513030533,01 Jan 20,Ballarat,450m,Mixed 6/7,5.0,339658974,3,6.76,0.20,25.93,25.4,7.06,0.2
739,513030528,01 Jan 20,Ballarat,390m,Grade 5,7.0,256575128,3,8.47,0.15,22.64,35.6,8.07,0.14285714285714285
119,139100155,01 Aug 16,Ballarat,545m,Tier 3 - Grade 7,5.0,388890024,3,7.08,0.19,32.33,33.4,4.23,0.2
6,422625068,01 Apr 19,Ballarat,390m,Maiden Aged Prize Money,7.0,258684340,3,8.97,0.25,23.31,24.6,4.37,0.14285714285714285
125,139100150,01 Aug 16,Ballarat,450m,Tier 3 - Grade 6,3.0,592760053,3,6.98,0.23,26.48,33.0,4.00,0.3333333333333333
726,513030525,01 Jan 20,Ballarat,450m,Maiden Heat,8.0,298891092,3,6.86,0.37,26.59,26.9,13.87,0.125
83,422625064,01 Apr 19,Ballarat,390m,Aged Prize Money,1.0,1897860036,3,8.47,0.00,22.44,26.6,2.19,1.0
753,513030534,01 Jan 20,Ballarat,545m,Mixed 4/5,8.0,1612100024,3,6.94,0.25,31.91,32.2,11.47,0.125
20,422625074,01 Apr 19,Ballarat,545m,Restricted Win Aged Prize Money,5.0,197538319,3,7.38,0.60,32.18,28.0,12.64,0.2
666,285201770,01 Jan 18,Ballarat,450m,Grade 5,7.0,1574550031,3,6.84,0.23,26.66,31.5,15.81,0.14285714285714285
368,1978170003,01 Feb 16,Ballarat,390m,Tier 3 - Maiden,1.0,243250027,3,8.44,0.00,22.77,28.3,5.16,1.0
607,636819598,01 Feb 21,Ballarat,390m,Tier 3 - Restricted Win,5.0,382209395,3,8.67,0.21,22.75,36.0,7.87,0.2
588,636819605,01 Feb 21,Ballarat,450m,Grade 5 T3,4.0,392513463,3,6.71,0.04,25.85,33.4,5.27,0.25
207,344127988,01 Aug 18,Ballarat,450m,Maiden Final,1.0,197548323,3,6.72,0.11,25.21,31.3,0.61,1.0
613,636819601,01 Feb 21,Ballarat,390m,Grade 5 T3,4.0,367365788,3,8.61,0.26,22.73,27.3,3.89,0.25
596,636819606,01 Feb 21,Ballarat,450m,Grade 5 T3,6.0,359294659,3,6.85,0.21,25.82,30.8,4.91,0.16666666666666666
574,636819597,01 Feb 21,Ballarat,450m,Tier 3 - Restricted Win,2.0,387031523,3,6.58,0.00,25.58,28.9,1.89,0.5
204,345438522,01 Aug 18,Ballarat,660m,Restricted Win,6.0,1550070065,3,12.99,0.21,38.87,26.7,13.19,0.16666666666666666
225,345438527,01 Aug 18,Ballarat,450m,Mixed 4/5,3.0,124927375,3,6.60,0.02,25.40,31.6,1.93,0.3333333333333333
237,345438528,01 Aug 18,Ballarat,450m,Grade 5,7.0,109563224,3,7.59,0.99,26.82,36.4,22.96,0.14285714285714285
571,636819607,01 Feb 21,Ballarat,450m,Tier 3 - Grade 7,5.0,461116508,3,6.79,0.11,26.06,29.5,7.84,0.2
193,345438530,01 Aug 18,Ballarat,450m,Mixed 6/7,3.0,157500939,3,6.71,0.14,25.85,31.0,2.44,0.3333333333333333
26,422625066,01 Apr 19,Ballarat,390m,Grade 7 Aged Prize Money,4.0,109032129,3,8.52,0.11,22.68,28.0,6.61,0.25
563,636819600,01 Feb 21,Ballarat,390m,Tier 3 - Restricted Win,4.0,417040421,3,8.64,0.18,22.73,32.3,3.39,0.25
621,636819602,01 Feb 21,Ballarat,390m,Grade 5 T3,5.0,265157259,3,8.74,0.25,22.91,29.7,4.89,0.2
622,285201774,01 Jan 18,Ballarat,450m,Maiden,1.0,112625308,3,6.78,0.09,26.14,32.1,0.93,1.0
220,343237372,01 Aug 18,Ballarat,450m,Grade 5 Final,6.0,2099800031,3,6.68,0.11,25.68,28.2,4.24,0.16666666666666666
244,345438529,01 Aug 18,Ballarat,450m,Grade 5,1.0,141326686,3,6.61,0.00,25.68,33.5,0.96,1.0
422,1978170001,01 Feb 16,Ballarat,390m,Grade 5 T3,8.0,-738369,4,8.78,0.32,23.21,33.5,11.35,0.125
724,513030525,01 Jan 20,Ballarat,450m,Maiden Heat,6.0,319674592,4,6.82,0.33,26.31,30.6,9.93,0.16666666666666666
529,193436616,01 Feb 17,Ballarat,390m,Mixed 4/5,8.0,1250880002,4,8.55,0.21,23.01,27.5,12.84,0.125
414,1978170011,01 Feb 16,Ballarat,545m,Grade 5 T3,8.0,-729107,4,7.20,0.41,32.09,34.7,9.90,0.125
27,422625066,01 Apr 19,Ballarat,390m,Grade 7 Aged Prize Money,5.0,258991461,4,8.68,0.27,22.69,28.6,6.77,0.2
728,513030526,01 Jan 20,Ballarat,450m,Maiden Heat,2.0,369459444,4,6.55,0.00,25.64,31.0,0.63,0.5
582,636819608,01 Feb 21,Ballarat,545m,Grade 5 T3,5.0,127028560,4,7.01,0.22,31.62,29.9,5.07,0.2
8,422625072,01 Apr 19,Ballarat,450m,Maiden Aged Prize Money,1.0,184236237,4,6.87,0.14,25.68,31.7,5.41,1.0
738,513030528,01 Jan 20,Ballarat,390m,Grade 5,6.0,204414554,4,8.70,0.38,22.53,30.8,6.51,0.16666666666666666
748,513030534,01 Jan 20,Ballarat,545m,Mixed 4/5,3.0,116082705,4,7.04,0.35,31.53,32.6,6.00,0.3333333333333333
400,1978170006,01 Feb 16,Ballarat,450m,Grade 5 T3,2.0,275790046,4,6.70,0.01,25.81,32.5,3.75,0.5
576,636819597,01 Feb 21,Ballarat,450m,Tier 3 - Restricted Win,4.0,411693767,4,6.90,0.32,25.90,31.6,6.47,0.25
740,513030533,01 Jan 20,Ballarat,450m,Mixed 6/7,1.0,332166524,4,6.65,0.09,25.44,29.5,2.31,1.0
536,193436614,01 Feb 17,Ballarat,450m,S/E Heat,1.0,1284200064,4,6.66,0.09,25.48,31.2,0.40,1.0
787,513030529,01 Jan 20,Ballarat,390m,Grade 5,7.0,115367775,4,8.69,0.33,22.83,33.7,8.97,0.14285714285714285
392,1978170000,01 Feb 16,Ballarat,545m,Tier 3 - Restricted Win,2.0,-751738,4,6.93,0.13,31.78,32.4,0.52,0.5
389,1978170004,01 Feb 16,Ballarat,390m,Tier 3 - Maiden,7.0,-738165,4,9.30,0.90,23.57,25.7,13.71,0.14285714285714285
757,509334855,01 Jan 20,Ballarat,450m,Grade 5 Final,4.0,256198374,4,6.55,0.07,25.76,32.9,6.00,0.25
569,636819607,01 Feb 21,Ballarat,450m,Tier 3 - Grade 7,3.0,325813340,4,6.95,0.27,25.83,34.6,4.61,0.3333333333333333
382,1978170009,01 Feb 16,Ballarat,450m,Tier 3 - Maiden,8.0,879520040,4,6.95,0.30,26.56,29.4,17.00,0.125
543,193436615,01 Feb 17,Ballarat,450m,S/E Heat,1.0,1092420042,4,6.70,0.11,25.45,27.9,1.50,1.0
766,513030532,01 Jan 20,Ballarat,450m,Mixed 4/5,5.0,138443848,4,6.76,0.27,25.57,34.4,6.23,0.2
566,636819600,01 Feb 21,Ballarat,390m,Tier 3 - Restricted Win,7.0,376413841,4,8.86,0.40,23.02,28.0,7.53,0.14285714285714285
556,636819604,01 Feb 21,Ballarat,390m,Tier 3 - Maiden,2.0,438216697,4,8.76,0.32,22.67,25.3,3.06,0.5
532,193436613,01 Feb 17,Ballarat,450m,S/E Heat,3.0,1362060037,4,6.70,0.01,25.88,26.1,3.39,0.3333333333333333
718,513030531,01 Jan 20,Ballarat,390m,Maiden,5.0,315935641,4,8.79,0.21,23.09,28.3,3.43,0.2
631,285201771,01 Jan 18,Ballarat,545m,Mixed 6/7,2.0,110526615,4,6.71,0.00,31.60,34.4,0.96,0.5
46,422625070,01 Apr 19,Ballarat,450m,Grade 6 Aged Prize Money,1.0,224871351,4,6.70,0.00,25.50,31.6,1.47,1.0
485,192952203,01 Feb 17,Ballarat,450m,Mixed 6/7 Final,2.0,1490820095,4,6.56,0.00,25.25,27.2,3.36,0.5
625,285201774,01 Jan 18,Ballarat,450m,Maiden,4.0,127028574,4,7.03,0.34,26.45,28.7,4.49,0.25
618,636819602,01 Feb 21,Ballarat,390m,Grade 5 T3,2.0,212745205,4,8.49,0.00,22.58,29.1,0.20,0.5
40,422625069,01 Apr 19,Ballarat,450m,Aged Prize Money,3.0,113531127,4,6.89,0.25,25.91,28.4,1.19,0.3333333333333333
644,285201773,01 Jan 18,Ballarat,450m,Grade 7,8.0,1199510020,4,6.78,0.16,26.53,28.2,8.30,0.125
479,193436620,01 Feb 17,Ballarat,450m,Mixed 6/7,3.0,1407220013,4,7.11,0.38,26.11,26.5,7.89,0.3333333333333333
615,636819601,01 Feb 21,Ballarat,390m,Grade 5 T3,6.0,256279548,4,8.67,0.32,22.90,28.8,6.30,0.16666666666666666
505,193436618,01 Feb 17,Ballarat,450m,Mixed 4/5,7.0,1551230008,4,6.80,0.31,25.96,32.1,13.06,0.14285714285714285
473,193436617,01 Feb 17,Ballarat,390m,Mixed 6/7,5.0,1136220021,4,8.74,0.35,22.61,35.1,7.40,0.2
650,285201772,01 Jan 18,Ballarat,450m,Grade 6,6.0,1907950000,4,6.72,0.16,26.34,26.2,7.87,0.16666666666666666
657,285201775,01 Jan 18,Ballarat,545m,Grade 5,6.0,999500008,4,7.05,0.44,31.87,35.5,11.40,0.16666666666666666
17,422625074,01 Apr 19,Ballarat,545m,Restricted Win Aged Prize Money,2.0,172047918,4,6.96,0.18,31.60,30.1,4.34,0.5
665,285201770,01 Jan 18,Ballarat,450m,Grade 5,6.0,855980012,4,6.75,0.14,26.01,30.2,6.56,0.16666666666666666
507,193436619,01 Feb 17,Ballarat,450m,Grade 5,2.0,376320010,4,6.55,0.00,25.30,32.3,1.00,0.5
587,636819605,01 Feb 21,Ballarat,450m,Grade 5 T3,3.0,306113020,4,6.80,0.13,25.83,28.8,5.04,0.3333333333333333
553,636819603,01 Feb 21,Ballarat,390m,Tier 3 - Maiden,5.0,405296980,4,8.86,0.23,23.47,24.9,9.84,0.2
464,193436621,01 Feb 17,Ballarat,450m,Maiden,4.0,1306460012,4,7.05,0.37,26.13,34.0,4.41,0.25
456,1978170002,01 Feb 16,Ballarat,390m,Grade 5 T3,4.0,-742934,4,8.54,0.03,22.72,33.4,3.13,0.25
677,285201769,01 Jan 18,Ballarat,450m,Mixed 4/5,2.0,1450720003,4,6.51,0.00,25.39,32.3,0.59,0.5
604,636819598,01 Feb 21,Ballarat,390m,Tier 3 - Restricted Win,2.0,422990326,4,8.46,0.00,22.49,26.6,4.16,0.5
602,636819599,01 Feb 21,Ballarat,390m,Tier 3 - Restricted Win,4.0,265782601,4,8.71,0.25,22.70,34.0,5.13,0.25
597,636819606,01 Feb 21,Ballarat,450m,Grade 5 T3,7.0,411116091,4,6.83,0.19,26.12,26.3,9.29,0.14285714285714285
449,1978170010,01 Feb 16,Ballarat,390m,Tier 3 - Grade 6,5.0,763790080,4,9.05,0.65,22.95,32.3,6.87,0.2
687,285201765,01 Jan 18,Ballarat,390m,Mixed 6/7,5.0,132384248,4,8.54,0.02,23.04,26.8,4.60,0.2
690,285201768,01 Jan 18,Ballarat,390m,Grade 5,1.0,1238210003,4,8.34,0.00,22.15,29.6,2.90,1.0
441,1978170008,01 Feb 16,Ballarat,450m,Tier 3 - Grade 7,5.0,-751919,4,6.79,0.17,26.17,32.2,12.25,0.2
516,193436622,01 Feb 17,Ballarat,545m,Mixed 4/5,3.0,794560047,4,6.80,0.14,30.98,27.1,2.43,0.3333333333333333
35,422625071,01 Apr 19,Ballarat,450m,Grade 7 Aged Prize Money,5.0,208442562,4,6.89,0.20,26.37,31.0,9.70,0.2
705,285201766,01 Jan 18,Ballarat,390m,Mixed 4/5,8.0,850590056,4,8.60,0.39,22.70,37.1,7.93,0.125
707,285201767,01 Jan 18,Ballarat,390m,Grade 5,2.0,2131520020,4,8.41,0.04,22.34,29.8,2.56,0.5
673,285201776,01 Jan 18,Ballarat,545m,Grade 5,6.0,1327900050,4,6.99,0.30,32.14,29.9,13.89,0.16666666666666666
433,1978170007,01 Feb 16,Ballarat,390m,Tier 3 - Grade 7,5.0,568590004,4,8.67,0.32,22.73,32.3,5.65,0.2
0,422625068,01 Apr 19,Ballarat,390m,Maiden Aged Prize Money,1.0,250185375,4,8.91,0.19,23.01,28.5,0.53,1.0
183,345438526,01 Aug 18,Ballarat,390m,Mixed 6/7,1.0,1608070002,4,8.48,0.05,22.31,29.4,0.06,1.0
79,422625063,01 Apr 19,Ballarat,390m,Aged Prize Money,5.0,1177320005,4,8.91,0.46,22.87,30.5,7.34,0.2
341,386961896,01 Dec 18,Ballarat,450m,S/E Heat,4.0,141319825,4,6.53,0.00,25.59,30.5,6.76,0.25
165,139100147,01 Aug 16,Ballarat,390m,Tier 3 - Grade 7,7.0,792830053,4,8.82,0.23,23.18,29.4,7.51,0.14285714285714285
172,139100146,01 Aug 16,Ballarat,390m,Tier 3 - Grade 6,6.0,718090055,4,8.68,0.14,23.04,22.8,8.37,0.16666666666666666
177,139100145,01 Aug 16,Ballarat,390m,Grade 5 T3,3.0,275790135,4,8.63,0.12,22.72,27.4,2.04,0.3333333333333333
197,345438530,01 Aug 18,Ballarat,450m,Mixed 6/7,7.0,196371529,4,6.79,0.22,26.10,32.6,6.09,0.14285714285714285
334,386961893,01 Dec 18,Ballarat,450m,S/E Heat,4.0,199820850,4,6.83,0.32,25.77,32.1,8.70,0.25
205,345438522,01 Aug 18,Ballarat,660m,Restricted Win,7.0,1780150011,4,13.15,0.37,38.87,30.8,13.20,0.14285714285714285
330,386961895,01 Dec 18,Ballarat,450m,S/E Heat,8.0,109032190,4,6.66,0.25,25.70,33.3,10.53,0.125
213,344127988,01 Aug 18,Ballarat,450m,Maiden Final,7.0,149704324,4,6.84,0.23,25.88,35.1,9.60,0.14285714285714285
216,343237372,01 Aug 18,Ballarat,450m,Grade 5 Final,2.0,121002028,4,6.59,0.02,25.42,27.0,0.43,0.5
223,345438527,01 Aug 18,Ballarat,450m,Mixed 4/5,1.0,141317070,4,6.60,0.02,25.26,32.0,0.69,1.0
236,345438528,01 Aug 18,Ballarat,450m,Grade 5,6.0,151437816,4,6.88,0.28,25.94,33.2,10.29,0.16666666666666666
